Order ID,Product ID_def,Customer ID_def,Country,Region,State_def,City_def,Postal Code_def,Order Date_def,Ship Date_def,Ship Mode_def,Sales_def,Profit_def,Discount_def,Quantity_def,Segment_def,Customer Name_def,Category_def,Sub-Category_def,Order Month,Order Year,Order Quarter,Days between order date and shipping date,Order Day Type,Order Week,Order Day of the Week
CA-2012-148432,OFF-PA-10001274,MC-18130,United States,East,DELAWARE,NEWARK,19711,2012-11-07,2012-11-10,SECOND CLASS,7.3,3.4309999999999996,0.0,2.0,CORPORATE,Mike Caudle,OFFICE SUPPLIES,PAPER,November,2012,4,3,Weekday,45,Wednesday
CA-2013-112123,OFF-BI-10001071,BH-11710,United States,East,DELAWARE,NEWARK,19711,2013-03-04,2013-03-09,STANDARD CLASS,447.86,219.4514,0.0,7.0,CONSUMER,Brosina Hoffman,OFFICE SUPPLIES,BINDERS,March,2013,1,5,Weekday,10,Monday
CA-2013-112123,TEC-PH-10001557,BH-11710,United States,East,DELAWARE,NEWARK,19711,2013-03-04,2013-03-09,STANDARD CLASS,479.95,129.5865,0.0,5.0,CONSUMER,Brosina Hoffman,TECHNOLOGY,PHONES,March,2013,1,5,Weekday,10,Monday
CA-2013-112123,OFF-PA-10001977,BH-11710,United States,East,DELAWARE,NEWARK,19711,2013-03-04,2013-03-09,STANDARD CLASS,166.44,79.8912,0.0,3.0,CONSUMER,Brosina Hoffman,OFFICE SUPPLIES,PAPER,March,2013,1,5,Weekday,10,Monday
CA-2014-104885,OFF-AR-10001615,DB-13555,United States,East,DELAWARE,NEWARK,19711,2014-03-03,2014-03-09,STANDARD CLASS,59.52,15.4752,0.0,3.0,CORPORATE,Dorothy Badders,OFFICE SUPPLIES,ART,March,2014,1,6,Weekday,10,Monday
CA-2014-104885,OFF-EN-10003286,DB-13555,United States,East,DELAWARE,NEWARK,19711,2014-03-03,2014-03-09,STANDARD CLASS,57.959999999999994,27.241199999999996,0.0,7.0,CORPORATE,Dorothy Badders,OFFICE SUPPLIES,ENVELOPES,March,2014,1,6,Weekday,10,Monday
CA-2014-104885,FUR-BO-10003660,DB-13555,United States,East,DELAWARE,NEWARK,19711,2014-03-03,2014-03-09,STANDARD CLASS,441.96,101.6508,0.0,2.0,CORPORATE,Dorothy Badders,FURNITURE,BOOKCASES,March,2014,1,6,Weekday,10,Monday
CA-2014-104885,OFF-PA-10002764,DB-13555,United States,East,DELAWARE,NEWARK,19711,2014-03-03,2014-03-09,STANDARD CLASS,68.03999999999999,33.3396,0.0,6.0,CORPORATE,Dorothy Badders,OFFICE SUPPLIES,PAPER,March,2014,1,6,Weekday,10,Monday
CA-2011-104402,TEC-MA-10000423,DB-13660,United States,East,DELAWARE,NEWARK,19711,2011-06-17,2011-06-23,STANDARD CLASS,65.97,31.005899999999997,0.0,3.0,CONSUMER,Duane Benoit,TECHNOLOGY,MACHINES,June,2011,2,6,Weekday,24,Friday
CA-2014-140480,FUR-FU-10003247,HE-14800,United States,East,DELAWARE,NEWARK,19711,2014-07-09,2014-07-13,STANDARD CLASS,83.92,5.874399999999994,0.0,4.0,CORPORATE,Harold Engle,FURNITURE,FURNISHINGS,July,2014,3,4,Weekday,28,Wednesday
CA-2014-140480,TEC-AC-10002473,HE-14800,United States,East,DELAWARE,NEWARK,19711,2014-07-09,2014-07-13,STANDARD CLASS,141.9,58.179,0.0,5.0,CORPORATE,Harold Engle,TECHNOLOGY,ACCESSORIES,July,2014,3,4,Weekday,28,Wednesday
CA-2014-140480,FUR-FU-10001057,HE-14800,United States,East,DELAWARE,NEWARK,19711,2014-07-09,2014-07-13,STANDARD CLASS,39.98,9.1954,0.0,2.0,CORPORATE,Harold Engle,FURNITURE,FURNISHINGS,July,2014,3,4,Weekday,28,Wednesday
CA-2014-140480,OFF-AR-10001419,HE-14800,United States,East,DELAWARE,NEWARK,19711,2014-07-09,2014-07-13,STANDARD CLASS,28.91,8.672999999999998,0.0,7.0,CORPORATE,Harold Engle,OFFICE SUPPLIES,ART,July,2014,3,4,Weekday,28,Wednesday
CA-2014-140480,OFF-AR-10004010,HE-14800,United States,East,DELAWARE,NEWARK,19711,2014-07-09,2014-07-13,STANDARD CLASS,174.95000000000002,45.487,0.0,5.0,CORPORATE,Harold Engle,OFFICE SUPPLIES,ART,July,2014,3,4,Weekday,28,Wednesday
CA-2012-109862,TEC-PH-10004042,HK-14890,United States,East,DELAWARE,NEWARK,19711,2012-10-25,2012-10-30,STANDARD CLASS,158.99,41.3374,0.0,1.0,CORPORATE,Heather Kirkland,TECHNOLOGY,PHONES,October,2012,4,5,Weekday,43,Thursday
CA-2012-109862,FUR-CH-10002439,HK-14890,United States,East,DELAWARE,NEWARK,19711,2012-10-25,2012-10-30,STANDARD CLASS,291.1,75.686,0.0,5.0,CORPORATE,Heather Kirkland,FURNITURE,CHAIRS,October,2012,4,5,Weekday,43,Thursday
CA-2014-166709,TEC-CO-10004722,HL-15040,United States,East,DELAWARE,NEWARK,19711,2014-11-18,2014-11-23,STANDARD CLASS,10499.97,5039.9856,0.0,3.0,CONSUMER,Hunter Lopez,TECHNOLOGY,COPIERS,November,2014,4,5,Weekday,47,Tuesday
CA-2011-109127,OFF-LA-10004409,JC-15775,United States,East,DELAWARE,NEWARK,19711,2011-12-21,2011-12-25,STANDARD CLASS,17.28,7.9487999999999985,0.0,6.0,CONSUMER,John Castell,OFFICE SUPPLIES,LABELS,December,2011,4,4,Weekday,51,Wednesday
CA-2013-137127,OFF-LA-10001641,JJ-15445,United States,East,DELAWARE,NEWARK,19711,2013-06-17,2013-06-23,STANDARD CLASS,9.45,4.536,0.0,3.0,CONSUMER,Jennifer Jackson,OFFICE SUPPLIES,LABELS,June,2013,2,6,Weekday,25,Monday
CA-2013-165169,OFF-ST-10001496,JL-15235,United States,East,DELAWARE,NEWARK,19711,2013-06-06,2013-06-12,STANDARD CLASS,360.38,93.6988,0.0,2.0,CONSUMER,Janet Lee,OFFICE SUPPLIES,STORAGE,June,2013,2,6,Weekday,23,Thursday
CA-2013-165169,OFF-AR-10000122,JL-15235,United States,East,DELAWARE,NEWARK,19711,2013-06-06,2013-06-12,STANDARD CLASS,11.16,2.789999999999999,0.0,2.0,CONSUMER,Janet Lee,OFFICE SUPPLIES,ART,June,2013,2,6,Weekday,23,Thursday
CA-2013-165169,OFF-LA-10000407,JL-15235,United States,East,DELAWARE,NEWARK,19711,2013-06-06,2013-06-12,STANDARD CLASS,14.94,6.8724,0.0,3.0,CONSUMER,Janet Lee,OFFICE SUPPLIES,LABELS,June,2013,2,6,Weekday,23,Thursday
US-2013-117541,OFF-PA-10001609,JM-16195,United States,East,DELAWARE,NEWARK,19711,2013-11-15,2013-11-21,STANDARD CLASS,16.45,7.566999999999999,0.0,5.0,CONSUMER,Justin MacKendrick,OFFICE SUPPLIES,PAPER,November,2013,4,6,Weekday,46,Friday
US-2013-117541,FUR-FU-10000550,JM-16195,United States,East,DELAWARE,NEWARK,19711,2013-11-15,2013-11-21,STANDARD CLASS,19.92,6.573599999999999,0.0,4.0,CONSUMER,Justin MacKendrick,FURNITURE,FURNISHINGS,November,2013,4,6,Weekday,46,Friday
CA-2011-103331,FUR-FU-10001731,KB-16315,United States,East,DELAWARE,NEWARK,19711,2011-08-26,2011-09-01,STANDARD CLASS,10.68,4.0584,0.0,4.0,CONSUMER,Karl Braun,FURNITURE,FURNISHINGS,August,2011,3,6,Weekday,34,Friday
CA-2011-103331,OFF-PA-10002160,KB-16315,United States,East,DELAWARE,NEWARK,19711,2011-08-26,2011-09-01,STANDARD CLASS,17.34,8.4966,0.0,3.0,CONSUMER,Karl Braun,OFFICE SUPPLIES,PAPER,August,2011,3,6,Weekday,34,Friday
CA-2011-103331,OFF-PA-10002659,KB-16315,United States,East,DELAWARE,NEWARK,19711,2011-08-26,2011-09-01,STANDARD CLASS,3.38,1.5547999999999995,0.0,1.0,CONSUMER,Karl Braun,OFFICE SUPPLIES,PAPER,August,2011,3,6,Weekday,34,Friday
CA-2012-115798,TEC-PH-10003691,KL-16645,United States,East,DELAWARE,NEWARK,19711,2012-11-13,2012-11-19,STANDARD CLASS,377.97,94.4925,0.0,3.0,CONSUMER,Ken Lonsdale,TECHNOLOGY,PHONES,November,2012,4,6,Weekday,46,Tuesday
CA-2012-115798,OFF-PA-10001560,KL-16645,United States,East,DELAWARE,NEWARK,19711,2012-11-13,2012-11-19,STANDARD CLASS,42.28,19.8716,0.0,7.0,CONSUMER,Ken Lonsdale,OFFICE SUPPLIES,PAPER,November,2012,4,6,Weekday,46,Tuesday
CA-2012-115798,FUR-BO-10004467,KL-16645,United States,East,DELAWARE,NEWARK,19711,2012-11-13,2012-11-19,STANDARD CLASS,299.96999999999997,56.99429999999998,0.0,3.0,CONSUMER,Ken Lonsdale,FURNITURE,BOOKCASES,November,2012,4,6,Weekday,46,Tuesday
CA-2012-115798,TEC-PH-10001819,KL-16645,United States,East,DELAWARE,NEWARK,19711,2012-11-13,2012-11-19,STANDARD CLASS,89.98,43.1904,0.0,2.0,CONSUMER,Ken Lonsdale,TECHNOLOGY,PHONES,November,2012,4,6,Weekday,46,Tuesday
CA-2012-131779,OFF-ST-10001505,LE-16810,United States,East,DELAWARE,NEWARK,19711,2012-06-12,2012-06-17,STANDARD CLASS,29.9,5.0829999999999975,0.0,5.0,CONSUMER,Laurel Elliston,OFFICE SUPPLIES,STORAGE,June,2012,2,5,Weekday,24,Tuesday
CA-2014-116645,OFF-AR-10001044,ME-17725,United States,East,DELAWARE,NEWARK,19711,2014-12-01,2014-12-05,STANDARD CLASS,155.94,45.22259999999999,0.0,6.0,CONSUMER,Max Engle,OFFICE SUPPLIES,ART,December,2014,4,4,Weekday,49,Monday
CA-2013-151169,OFF-BI-10002813,MY-18295,United States,East,DELAWARE,NEWARK,19711,2013-10-22,2013-10-27,STANDARD CLASS,7.92,3.564,0.0,4.0,CORPORATE,Muhammed Yedwab,OFFICE SUPPLIES,BINDERS,October,2013,4,5,Weekday,43,Tuesday
CA-2014-132346,OFF-AP-10000696,PK-19075,United States,East,DELAWARE,NEWARK,19711,2014-11-08,2014-11-12,STANDARD CLASS,100.94,33.310199999999995,0.0,7.0,CONSUMER,Pete Kriz,OFFICE SUPPLIES,APPLIANCES,November,2014,4,4,Weekend,45,Saturday
US-2011-115413,OFF-AR-10003770,PP-18955,United States,East,DELAWARE,NEWARK,19711,2011-08-26,2011-09-01,STANDARD CLASS,8.64,2.5056,0.0,3.0,HOME OFFICE,Paul Prost,OFFICE SUPPLIES,ART,August,2011,3,6,Weekday,34,Friday
US-2011-115413,TEC-AC-10002800,PP-18955,United States,East,DELAWARE,NEWARK,19711,2011-08-26,2011-09-01,STANDARD CLASS,149.97,52.48949999999999,0.0,3.0,HOME OFFICE,Paul Prost,TECHNOLOGY,ACCESSORIES,August,2011,3,6,Weekday,34,Friday
CA-2013-121356,OFF-BI-10002133,SJ-20500,United States,East,DELAWARE,NEWARK,19711,2013-11-21,2013-11-25,STANDARD CLASS,128.39999999999998,62.916,0.0,3.0,CONSUMER,Shirley Jackson,OFFICE SUPPLIES,BINDERS,November,2013,4,4,Weekday,47,Thursday
CA-2011-124464,OFF-AP-10000576,SS-20515,United States,East,DELAWARE,NEWARK,19711,2011-07-14,2011-07-20,STANDARD CLASS,39.48,11.0544,0.0,1.0,HOME OFFICE,Shirley Schmidt,OFFICE SUPPLIES,APPLIANCES,July,2011,3,6,Weekday,28,Thursday
CA-2011-148369,OFF-BI-10004876,TH-21115,United States,East,DELAWARE,NEWARK,19711,2011-09-23,2011-09-27,STANDARD CLASS,11.12,5.448799999999999,0.0,4.0,CORPORATE,Thea Hudgings,OFFICE SUPPLIES,BINDERS,September,2011,3,4,Weekday,38,Friday
CA-2011-119375,OFF-ST-10002011,YC-21895,United States,East,DELAWARE,NEWARK,19711,2011-11-17,2011-11-22,STANDARD CLASS,2934.33,792.2691000000002,0.0,7.0,CORPORATE,Yoseph Carroll,OFFICE SUPPLIES,STORAGE,November,2011,4,5,Weekday,46,Thursday
CA-2011-119375,FUR-FU-10002379,YC-21895,United States,East,DELAWARE,NEWARK,19711,2011-11-17,2011-11-22,STANDARD CLASS,124.41,14.929199999999994,0.0,3.0,CORPORATE,Yoseph Carroll,FURNITURE,FURNISHINGS,November,2011,4,5,Weekday,46,Thursday
CA-2011-119375,OFF-AR-10003752,YC-21895,United States,East,DELAWARE,NEWARK,19711,2011-11-17,2011-11-22,STANDARD CLASS,57.75,26.565,0.0,5.0,CORPORATE,Yoseph Carroll,OFFICE SUPPLIES,ART,November,2011,4,5,Weekday,46,Thursday
CA-2012-156755,OFF-ST-10002615,YS-21880,United States,East,DELAWARE,NEWARK,19711,2012-01-12,2012-01-18,STANDARD CLASS,465.18,120.9468,0.0,3.0,CORPORATE,Yana Sorensenù,OFFICE SUPPLIES,STORAGE,January,2012,1,6,Weekday,2,Thursday
CA-2014-122196,TEC-PH-10004977,CA-12265,United States,East,DELAWARE,WILMINGTON,19805,2014-09-23,2014-09-25,FIRST CLASS,391.98,113.67419999999998,0.0,2.0,CONSUMER,Christina Anderson,TECHNOLOGY,PHONES,September,2014,3,2,Weekday,39,Tuesday
CA-2013-103730,FUR-FU-10002157,SC-20725,United States,East,DELAWARE,WILMINGTON,19805,2013-06-13,2013-06-16,FIRST CLASS,47.04,18.345599999999997,0.0,3.0,CONSUMER,Steven Cartwright,FURNITURE,FURNISHINGS,June,2013,2,3,Weekday,24,Thursday
CA-2013-103730,OFF-BI-10003910,SC-20725,United States,East,DELAWARE,WILMINGTON,19805,2013-06-13,2013-06-16,FIRST CLASS,30.84,13.878,0.0,4.0,CONSUMER,Steven Cartwright,OFFICE SUPPLIES,BINDERS,June,2013,2,3,Weekday,24,Thursday
CA-2013-103730,OFF-ST-10000777,SC-20725,United States,East,DELAWARE,WILMINGTON,19805,2013-06-13,2013-06-16,FIRST CLASS,226.56,63.436800000000005,0.0,6.0,CONSUMER,Steven Cartwright,OFFICE SUPPLIES,STORAGE,June,2013,2,3,Weekday,24,Thursday
CA-2013-103730,OFF-EN-10002500,SC-20725,United States,East,DELAWARE,WILMINGTON,19805,2013-06-13,2013-06-16,FIRST CLASS,115.02,51.75899999999999,0.0,9.0,CONSUMER,Steven Cartwright,OFFICE SUPPLIES,ENVELOPES,June,2013,2,3,Weekday,24,Thursday
CA-2013-103730,TEC-PH-10003875,SC-20725,United States,East,DELAWARE,WILMINGTON,19805,2013-06-13,2013-06-16,FIRST CLASS,68.04,19.731599999999997,0.0,7.0,CONSUMER,Steven Cartwright,TECHNOLOGY,PHONES,June,2013,2,3,Weekday,24,Thursday
CA-2012-136469,FUR-TA-10001520,TS-21370,United States,East,DELAWARE,WILMINGTON,19805,2012-07-11,2012-07-12,FIRST CLASS,199.836,-37.11240000000004,0.3,4.0,CORPORATE,Todd Sumrall,FURNITURE,TABLES,July,2012,3,1,Weekday,28,Wednesday
CA-2012-136469,TEC-PH-10001817,TS-21370,United States,East,DELAWARE,WILMINGTON,19805,2012-07-11,2012-07-12,FIRST CLASS,716.0,193.32000000000005,0.0,2.0,CORPORATE,Todd Sumrall,TECHNOLOGY,PHONES,July,2012,3,1,Weekday,28,Wednesday
CA-2012-136469,OFF-BI-10004492,TS-21370,United States,East,DELAWARE,WILMINGTON,19805,2012-07-11,2012-07-12,FIRST CLASS,221.06,103.89819999999996,0.0,7.0,CORPORATE,Todd Sumrall,OFFICE SUPPLIES,BINDERS,July,2012,3,1,Weekday,28,Wednesday
CA-2012-144274,TEC-PH-10003012,PW-19240,United States,East,DELAWARE,WILMINGTON,19805,2012-11-23,2012-11-25,SECOND CLASS,307.98,89.31419999999997,0.0,2.0,CONSUMER,Pierre Wener,TECHNOLOGY,PHONES,November,2012,4,2,Weekday,47,Friday
CA-2012-144274,OFF-PA-10001583,PW-19240,United States,East,DELAWARE,WILMINGTON,19805,2012-11-23,2012-11-25,SECOND CLASS,44.099999999999994,20.726999999999997,0.0,6.0,CONSUMER,Pierre Wener,OFFICE SUPPLIES,PAPER,November,2012,4,2,Weekday,47,Friday
CA-2012-144274,OFF-AR-10001940,PW-19240,United States,East,DELAWARE,WILMINGTON,19805,2012-11-23,2012-11-25,SECOND CLASS,13.12,5.6416,0.0,4.0,CONSUMER,Pierre Wener,OFFICE SUPPLIES,ART,November,2012,4,2,Weekday,47,Friday
CA-2012-144274,OFF-EN-10003286,PW-19240,United States,East,DELAWARE,WILMINGTON,19805,2012-11-23,2012-11-25,SECOND CLASS,16.56,7.783199999999999,0.0,2.0,CONSUMER,Pierre Wener,OFFICE SUPPLIES,ENVELOPES,November,2012,4,2,Weekday,47,Friday
CA-2012-144274,OFF-PA-10003441,PW-19240,United States,East,DELAWARE,WILMINGTON,19805,2012-11-23,2012-11-25,SECOND CLASS,38.88,18.6624,0.0,6.0,CONSUMER,Pierre Wener,OFFICE SUPPLIES,PAPER,November,2012,4,2,Weekday,47,Friday
CA-2012-161214,OFF-ST-10001328,SF-20965,United States,East,DELAWARE,WILMINGTON,19805,2012-10-05,2012-10-08,SECOND CLASS,77.55,21.714,0.0,5.0,CORPORATE,Sylvia Foulston,OFFICE SUPPLIES,STORAGE,October,2012,4,3,Weekday,40,Friday
US-2011-123183,OFF-LA-10002787,GR-14560,United States,East,DELAWARE,WILMINGTON,19805,2011-11-19,2011-11-25,STANDARD CLASS,22.5,10.8,0.0,6.0,CORPORATE,Georgia Rosenberg,OFFICE SUPPLIES,LABELS,November,2011,4,6,Weekend,46,Saturday
US-2011-123183,OFF-LA-10001569,GR-14560,United States,East,DELAWARE,WILMINGTON,19805,2011-11-19,2011-11-25,STANDARD CLASS,9.96,4.5816,0.0,2.0,CORPORATE,Georgia Rosenberg,OFFICE SUPPLIES,LABELS,November,2011,4,6,Weekend,46,Saturday
US-2011-123183,OFF-BI-10002429,GR14560,United States,East,DELAWARE,WILMINGTON,19805,2011-11-19,2011-11-25,STANDARD CLASS,213.08,102.2784,0.0,7.0,,,OFFICE SUPPLIES,BINDERS,November,2011,4,6,Weekend,46,Saturday
US-2011-123183,FUR-BO-10000362,GR-14560,United States,East,DELAWARE,WILMINGTON,19805,2011-11-19,2011-11-25,STANDARD CLASS,1025.88,235.9524,0.0,6.0,CORPORATE,Georgia Rosenberg,FURNITURE,BOOKCASES,November,2011,4,6,Weekend,46,Saturday
CA-2012-156482,FUR-CH-10001708,IL-15100,United States,East,DELAWARE,WILMINGTON,19805,2012-02-06,2012-02-13,STANDARD CLASS,1268.82,266.4521999999999,0.0,9.0,CONSUMER,Ivan Liston,FURNITURE,CHAIRS,February,2012,1,7,Weekday,6,Monday
CA-2012-156482,FUR-BO-10002598,IL-15100,United States,East,DELAWARE,WILMINGTON,19805,2012-02-06,2012-02-13,STANDARD CLASS,283.92,82.33679999999998,0.0,4.0,CONSUMER,Ivan Liston,FURNITURE,BOOKCASES,February,2012,1,7,Weekday,6,Monday
CA-2012-156482,OFF-AR-10001022,IL-15100,United States,East,DELAWARE,WILMINGTON,19805,2012-02-06,2012-02-13,STANDARD CLASS,5.68,1.7607999999999997,0.0,2.0,CONSUMER,Ivan Liston,OFFICE SUPPLIES,ART,February,2012,1,7,Weekday,6,Monday
CA-2014-147032,OFF-PA-10003256,LB-16795,United States,East,DELAWARE,WILMINGTON,19805,2014-08-01,2014-08-05,STANDARD CLASS,11.54,5.539199999999999,0.0,1.0,HOME OFFICE,Laurel Beltran,OFFICE SUPPLIES,PAPER,August,2014,3,4,Weekday,31,Friday
CA-2014-147032,OFF-BI-10003656,LB-16795,United States,East,DELAWARE,WILMINGTON,19805,2014-08-01,2014-08-05,STANDARD CLASS,849.95,390.977,0.0,5.0,HOME OFFICE,Laurel Beltran,OFFICE SUPPLIES,BINDERS,August,2014,3,4,Weekday,31,Friday
CA-2014-147032,OFF-BI-10002897,LB-16795,United States,East,DELAWARE,WILMINGTON,19805,2014-08-01,2014-08-05,STANDARD CLASS,11.01,5.3949,0.0,3.0,HOME OFFICE,Laurel Beltran,OFFICE SUPPLIES,BINDERS,August,2014,3,4,Weekday,31,Friday
CA-2014-166142,OFF-BI-10004094,MM-17260,United States,East,DELAWARE,WILMINGTON,19805,2014-07-16,2014-07-20,STANDARD CLASS,26.549999999999997,13.0095,0.0,3.0,CONSUMER,Magdelene Morse,OFFICE SUPPLIES,BINDERS,July,2014,3,4,Weekday,29,Wednesday
CA-2014-166142,FUR-TA-10004607,MM-17260,United States,East,DELAWARE,WILMINGTON,19805,2014-07-16,2014-07-20,STANDARD CLASS,310.44300000000004,-48.78390000000003,0.3,3.0,CONSUMER,Magdelene Morse,FURNITURE,TABLES,July,2014,3,4,Weekday,29,Wednesday
CA-2011-130092,FUR-FU-10000010,SV-20365,United States,East,DELAWARE,DOVER,19901,2011-01-12,2011-01-15,FIRST CLASS,9.94,3.0813999999999995,0.0,2.0,CONSUMER,"
Seth Vernon",FURNITURE,FURNISHINGS,January,2011,1,3,Weekday,2,Wednesday
CA-2011-163650,OFF-AR-10002375,TT-21220,United States,East,DELAWARE,DOVER,19901,2011-09-23,2011-09-25,FIRST CLASS,9.84,2.853599999999999,0.0,3.0,CONSUMER,Thomas Thornton,OFFICE SUPPLIES,ART,September,2011,3,2,Weekday,38,Friday
CA-2011-163650,OFF-BI-10004965,TT-21220,United States,East,DELAWARE,DOVER,19901,2011-09-23,2011-09-25,FIRST CLASS,34.5,15.525,0.0,3.0,CONSUMER,Thomas Thornton,OFFICE SUPPLIES,BINDERS,September,2011,3,2,Weekday,38,Friday
CA-2013-164672,FUR-FU-10001488,GB-14530,United States,East,DELAWARE,DOVER,19901,2013-05-09,2013-05-14,SECOND CLASS,211.96,42.392,0.0,2.0,CORPORATE,George Bell,FURNITURE,FURNISHINGS,May,2013,2,5,Weekday,19,Thursday
CA-2011-118304,TEC-PH-10000376,KH-16360,United States,East,DELAWARE,DOVER,19901,2011-04-29,2011-05-04,STANDARD CLASS,19.98,5.194800000000001,0.0,2.0,CONSUMER,Katherine Hughes,TECHNOLOGY,PHONES,April,2011,2,5,Weekday,17,Friday
CA-2013-169194,TEC-AC-10002167,LH-16900,United States,East,DELAWARE,DOVER,19901,2013-06-21,2013-06-26,STANDARD CLASS,45.0,4.950000000000001,0.0,3.0,CONSUMER,Lena Hernandez,TECHNOLOGY,ACCESSORIES,June,2013,2,5,Weekday,25,Friday
CA-2013-169194,TEC-PH-10003988,LH-16900,United States,East,DELAWARE,DOVER,19901,2013-06-21,2013-06-26,STANDARD CLASS,21.8,6.104000000000001,0.0,2.0,CONSUMER,Lena Hernandez,TECHNOLOGY,PHONES,June,2013,2,5,Weekday,25,Friday
US-2012-111927,FUR-FU-10004017,LS-17230,United States,East,DELAWARE,DOVER,19901,2012-11-14,2012-11-19,STANDARD CLASS,76.14,26.648999999999997,0.0,3.0,CONSUMER,Lycoris Saunders,FURNITURE,FURNISHINGS,November,2012,4,5,Weekday,46,Wednesday
US-2012-111927,OFF-BI-10002571,LS-17230,United States,East,DELAWARE,DOVER,19901,2012-11-14,2012-11-19,STANDARD CLASS,19.96,9.3812,0.0,2.0,CONSUMER,Lycoris Saunders,OFFICE SUPPLIES,BINDERS,November,2012,4,5,Weekday,46,Wednesday
US-2014-158512,OFF-PA-10001804,DA-13450,United States,East,DISTRICT OF COLUMBIA,WASHINGTON,20016,2014-01-13,2014-01-18,SECOND CLASS,40.08,19.2384,0.0,6.0,HOME OFFICE,Dianna Arnett,OFFICE SUPPLIES,PAPER,January,2014,1,5,Weekday,3,Monday
US-2014-158512,FUR-FU-10004973,DA-13450,United States,East,DISTRICT OF COLUMBIA,WASHINGTON,20016,2014-01-13,2014-01-18,SECOND CLASS,37.68,15.8256,0.0,2.0,HOME OFFICE,Dianna Arnett,FURNITURE,FURNISHINGS,January,2014,1,5,Weekday,3,Monday
CA-2013-140564,OFF-AR-10000034,TC-21475,United States,East,DISTRICT OF COLUMBIA,WASHINGTON,20016,2013-12-06,2013-12-11,SECOND CLASS,33.92,13.2288,0.0,8.0,HOME OFFICE,Tony Chapman,OFFICE SUPPLIES,ART,December,2013,4,5,Weekday,49,Friday
CA-2012-124450,OFF-AR-10001166,GT-14710,United States,East,DISTRICT OF COLUMBIA,WASHINGTON,20016,2012-04-27,2012-05-03,STANDARD CLASS,22.74,8.8686,0.0,3.0,CONSUMER,Greg Tran,OFFICE SUPPLIES,ART,April,2012,2,6,Weekday,17,Friday
CA-2012-124450,FUR-CH-10000309,GT-14710,United States,East,DISTRICT OF COLUMBIA,WASHINGTON,20016,2012-04-27,2012-05-03,STANDARD CLASS,1267.53,316.8825,0.0,3.0,CONSUMER,Greg Tran,FURNITURE,CHAIRS,April,2012,2,6,Weekday,17,Friday
CA-2012-124450,TEC-MA-10004212,GT-14710,United States,East,DISTRICT OF COLUMBIA,WASHINGTON,20016,2012-04-27,2012-05-03,STANDARD CLASS,1379.92,648.5624,0.0,8.0,CONSUMER,Greg Tran,TECHNOLOGY,MACHINES,April,2012,2,6,Weekday,17,Friday
CA-2013-157266,OFF-PA-10002689,TB-21280,United States,East,DISTRICT OF COLUMBIA,WASHINGTON,20016,2013-05-27,2013-06-02,STANDARD CLASS,19.44,9.3312,0.0,3.0,CONSUMER,Toby Braunhardt,OFFICE SUPPLIES,PAPER,May,2013,2,6,Weekday,22,Monday
CA-2013-157266,OFF-BI-10004728,TB-21280,United States,East,DISTRICT OF COLUMBIA,WASHINGTON,20016,2013-05-27,2013-06-02,STANDARD CLASS,9.64,4.4344,0.0,2.0,CONSUMER,Toby Braunhardt,OFFICE SUPPLIES,BINDERS,May,2013,2,6,Weekday,22,Monday
CA-2013-157266,OFF-PA-10004675,TB-21280,United States,East,DISTRICT OF COLUMBIA,WASHINGTON,20016,2013-05-27,2013-06-02,STANDARD CLASS,12.7,5.842,0.0,2.0,CONSUMER,Toby Braunhardt,OFFICE SUPPLIES,PAPER,May,2013,2,6,Weekday,22,Monday
CA-2013-157266,FUR-FU-10000629,TB-21280,United States,East,DISTRICT OF COLUMBIA,WASHINGTON,20016,2013-05-27,2013-06-02,STANDARD CLASS,41.37,17.3754,0.0,3.0,CONSUMER,Toby Braunhardt,FURNITURE,FURNISHINGS,May,2013,2,6,Weekday,22,Monday
CA-2014-100055,FUR-FU-10001473,MD-17860,United States,East,MARYLAND,LAUREL,20707,2014-05-29,2014-06-02,STANDARD CLASS,27.46,9.8856,0.0,2.0,CORPORATE,Michael Dominguez,FURNITURE,FURNISHINGS,May,2014,2,4,Weekday,22,Thursday
CA-2014-100055,OFF-AP-10001469,MD-17860,United States,East,MARYLAND,LAUREL,20707,2014-05-29,2014-06-02,STANDARD CLASS,125.13,36.28769999999999,0.0,3.0,CORPORATE,Michael Dominguez,OFFICE SUPPLIES,APPLIANCES,May,2014,2,4,Weekday,22,Thursday
CA-2013-134334,OFF-PA-10000791,DK-13090,United States,East,MARYLAND,CLINTON,20735,2013-02-14,2013-02-15,FIRST CLASS,4.77,2.1464999999999996,0.0,1.0,CONSUMER,Dave Kipp,OFFICE SUPPLIES,PAPER,February,2013,1,1,Weekday,7,Thursday
CA-2013-134334,OFF-AR-10001770,DK-13090,United States,East,MARYLAND,CLINTON,20735,2013-02-14,2013-02-15,FIRST CLASS,7.98,2.0748,0.0,3.0,CONSUMER,Dave Kipp,OFFICE SUPPLIES,ART,February,2013,1,1,Weekday,7,Thursday
CA-2013-134334,FUR-TA-10002356,DK-13090,United States,East,MARYLAND,CLINTON,20735,2013-02-14,2013-02-15,FIRST CLASS,550.431,-47.17980000000003,0.3,3.0,CONSUMER,Dave Kipp,FURNITURE,TABLES,February,2013,1,1,Weekday,7,Thursday
